CP009257.1	0.039179012636848025
AE016877.1	0.022205848627960947
CP000139.1	0.022327201199666694
CP017623.1	0.01223963526447504
CP010086.2	0.15082842769981175
NC_001263.1	0.003410948624168276
NC_004668.1	0.013272898489566646
NC_000913.3	0.01131549483931765
NC_000915.1	0.0378740314945635
NC_008530.1	0.0408686314120211
NC_003210.1	0.01923901131444069
NC_009515.1	0.002291436557099875
NC_003112.2	0.017257046206000177
NC_006085.1	0.06426002450036307
NC_002516.2	0.005489989891289377
NC_007493.2	0.09758620505856068
NC_007795.1	0.0927507637130919
NC_004461.1	0.009332558975082842
NC_004116.1	0.043382978640355126
NC_004350.2	0.021825674296980752
NC_003098.1	0.27306218055833575
